term; C1; C2
 материал ;0.0;0.001140816611761391
 программа ;0.00910525539966247;0.010038750653109685
 brand ;0.0;0.004816966905936023
 закономерный ;0.0;0.0
 покидать ;0.0049377777018848375;0.0
 являться ;0.0;0.0044254528970856
 накануне ;0.0;0.000882198268476181
 кларк ;0.015009679228415796;0.0
 практический ;0.0;0.0007024746061436067
 k ;0.0;0.010503541600683586
 иностранец ;0.0;0.0
 офлайн ;0.0;0.0007024746061436067
 нагрев ;0.0;0.002032938175015057
 миланский ;0.0049377777018848375;0.0
 предлагать ;0.0;0.0
 пантерзать ;0.004547565611633706;0.0
 реализация ;0.0;0.0
 комплекс ;0.0;0.0012648234779355791
 наставать ;0.0;0.002805546453605159
 глонасс ;0.0;0.0012648234779355791
 флагманский ;0.0;0.0
 парк ;0.0;0.0008155703608242409
 поменять ;0.0;0.002446711082472722
 площадка ;0.0049941495064383815;0.0012868307292795843
 cordless ;0.0;0.004065876350030114
 гб ;0.0;0.0
 оставаться ;0.0033051974156800947;0.003211478993023917
 соответственно ;0.0;0.0
 запуск ;0.0;0.0
 уходить ;0.005869446565515132;0.003266534098484195
 зарядка ;0.0;0.0008155703608242409
 тролль ;0.0;0.0015033746789526693
 заболевать ;0.007504839614207898;0.0
 организованный ;0.0;0.002787447635129822
 заканчиваться ;0.009988299012876763;0.0
 попраздновать ;0.004547565611633706;0.0
 агрегатор ;0.0;0.000882198268476181
 экспертный ;0.0;0.0020036583630647143
 обнаружение ;0.0;0.003108576949721003
 ливерпуль ;0.0032191255323092854;0.0
 выпад ;0.0048456951254711;0.0
 услуга ;0.0;0.0
 проект ;0.0;0.004974332654248086
 беспилотник ;0.0;0.002967076429091094
 весь ;0.005283176898067477;0.006412356751924487
 мониторинг ;0.0;0.005252894360467591
 зачастую ;0.0;0.001764396536952362
 латвия ;0.0;0.0
 уход ;0.0;0.0
 ограничение ;0.003501368491801853;0.0023145894933435497
 забота ;0.0;0.0020036583630647143
 разговор ;0.006754623177550941;0.0
 общепринятый ;0.0;0.0015033746789526693
 мотивация ;0.005790738281758129;0.0
 ufc ;0.022514518842623694;0.0
 ягр ;0.0;0.0
 высоко ;0.0;0.001140816611761391
 смешной ;0.0;0.0
 весна ;0.0;0.0
 пилотный ;0.0;0.002787447635129822
 последующий ;0.0048456951254711;0.0
 sports ;0.0;0.0
 бренд ;0.0;0.0036487668441127774
 контракт ;0.0;0.0
 видный ;0.0;0.001140816611761391
 недобросовестный ;0.0;0.0026465948054285432
 бор ;0.0;0.001140816611761391
 текущий ;0.0;0.0
 власть ;0.0;0.0
 затор ;0.0;0.0
 подпадать ;0.0;0.000882198268476181
 овертайм ;0.008320093772457859;0.0
 ученый ;0.0;0.0014561348965125168
 расчищать ;0.0;0.0015005059429547979
 европейский ;0.0;0.000989025476363698
 готовый ;0.0;0.0
 игрок ;0.011276050303927157;0.0005715126861324886
 достойный ;0.0059298411939483296;0.0
 сведение ;0.0;0.0
 opinion ;0.0;0.0007024746061436067
 вещь ;0.002666028187176542;0.002780098230012342
 распределять ;0.0;0.0012648234779355791
 снижение ;0.0;0.001377274889036659
 омск ;0.008240360745979943;0.0
 планироваться ;0.0;0.0023126138269626804
 подгорный ;0.0;0.0007024746061436067
 объединять ;0.0;0.0008155703608242409
 сторона ;0.004913965367382525;0.0006608613937528522
 пожелание ;0.0;0.0007024746061436067
 смарт ;0.0;0.0020036583630647143
 свыше ;0.0;0.00221651925041389
 сказать ;0.016376030555523825;0.0011137649591942888
 социальный ;0.003810401832155398;0.006117415846119927
 август ;0.0;0.0012840683453194624
 подводить ;0.0;0.000882198268476181
 становиться ;0.011842016440530158;0.00635719183568512
 система ;0.0;0.011227211678292846
 изощренно ;0.0;0.000882198268476181
 определять ;0.0;0.0023293983514247048
 ошибочно ;0.0;0.0012840683453194624
 пополняться ;0.0;0.0010164690875075284
 продлиться ;0.0;0.002787447635129822
 рынок ;0.0;0.00383258989761948
 интенсивность ;0.0;0.0007024746061436067
 запускать ;0.0;0.005212272609373931
 северный ;0.0073466869124243234;0.0
 д ;0.0;0.002368640378580044
 стадия ;0.0049941495064383815;0.0012371076547175591
 оказываться ;0.0028955843261582034;0.0
 негативный ;0.0;0.0007024746061436067
 рпл ;0.007754874458291616;0.0
 современный ;0.0;0.0030791509820157614
 сервис ;0.0;0.0057261682717993775
 серьезный ;0.0;0.0023266192505400247
 подешеветь ;0.0;0.0
 футболист ;0.008962003552079437;0.0
 ru ;0.0;0.0007715298311145166
 hardware ;0.0;0.0009342788128660262
 позволять ;0.0033051974156800947;0.005768853576840136
 вперед ;0.012004428045134827;0.0
 якобы ;0.0;0.002805546453605159
 обращать ;0.0;0.000882198268476181
 разрабатывать ;0.0;0.006437801472058525
 лю ;0.0;0.00221651925041389
 марк ;0.0;0.002568136690638925
 замглавы ;0.0;0.0026465948054285432
 находить ;0.007062160798689748;0.0023126138269626804
 проводить ;0.00743674293196944;0.0
 состав ;0.004502008432174336;0.0
 треть ;0.0;0.0
 спутниковый ;0.0;0.0012648234779355791
 санкт ;0.011318435327883394;0.0
 полностью ;0.0;0.00237912142598673
 дженас ;0.0037722228774420287;0.0
 выбор ;0.0;0.001764396536952362
 спортсмен ;0.0059298411939483296;0.0
 раздражать ;0.0;0.0015033746789526693
 следить ;0.0;0.001140816611761391
 поиск ;0.0;0.0039232735537664916
 life ;0.0;0.0014561348965125168
 есмантович ;0.013509246355101883;0.0
 мнение ;0.007302625535829166;0.0
 trucks ;0.0;0.007588940867613476
 ранний ;0.0;0.003108576949721003
 официальный ;0.0;0.0036383364979726274
 андроид ;0.0;0.0012840683453194624
 дрон ;0.0;0.002281633223522782
 попадать ;0.008733162519681419;0.0013217227875057043
 симпатия ;0.0048456951254711;0.0
 напоминать ;0.0;0.0015933122988472795
 интересный ;0.0;0.0
 японский ;0.005790738281758129;0.0
 ягра ;0.0;0.0
 включать ;0.0;0.002446711082472722
 иммунитет ;0.0;0.0014561348965125168
 стартапов ;0.0;0.002787447635129822
 участник ;0.0;0.0053369722734850035
 пообещать ;0.0;0.0
 множество ;0.0;0.0
 растериваться ;0.0;0.0
 собрание ;0.006153011037092207;0.0
 ффккр ;0.0048456951254711;0.0
 естественный ;0.0;0.0007024746061436067
 судя ;0.0;0.0
 центр ;0.0;0.0008155703608242409
 касаться ;0.008139652871120166;0.0015897337705216943
 заметка ;0.0;0.0
 щедрость ;0.0;0.0
 standard ;0.0;0.0007024746061436067
 камп ;0.0;0.0
 продумывать ;0.0037722228774420287;0.0
 пугающий ;0.0;0.0014561348965125168
 против ;0.010992947172102745;0.0
 очиститель ;0.0;0.0008155703608242409
 amazon ;0.0;0.0023586332048470336
 значиться ;0.012306022074184414;0.0
 поставлять ;0.0;0.0023266192505400247
 ресурс ;0.0;0.0025296469558711582
 пятый ;0.006312479520611608;0.0
 противоречие ;0.0;0.0014561348965125168
 рэпторс ;0.006002214022567414;0.0
 антипатия ;0.0048456951254711;0.0
 беспилотников ;0.0;0.0
 внедрять ;0.0;0.0025391136309826628
 отмечаться ;0.0;0.0
 мауро ;0.0;0.0
 должный ;0.0081007932593474;0.004304612250949967
 штырковый ;0.007504839614207898;0.0
 логично ;0.0;0.0
 соцсеть ;0.0;0.003423739685208314
 считать ;0.0;0.0015430596622290332
 нейронный ;0.0;0.0
 стоять ;0.003501368491801853;0.001783173750918902
 агрессивный ;0.0;0.0035123730307180336
 намерен ;0.006536186641039822;0.00221651925041389
 вербальный ;0.0;0.0007024746061436067
 проблема ;0.0026833436806091783;0.0033528046688575197
 итог ;0.0;0.001764396536952362
 деталь ;0.0;0.0012840683453194624
 домашний ;0.0;0.0008155703608242409
 вносить ;0.0;0.0012840683453194624
 светлана ;0.0;0.0007024746061436067
 тренер ;0.015398666247595387;0.0
 дэвин ;0.007504839614207898;0.0
 ромела ;0.0059298411939483296;0.0
 чехия ;0.0;0.0
 международный ;0.0;0.0
 писать ;0.0;0.002568136690638925
 сегодня ;0.0028754493169946094;0.00313762759483119
 пространство ;0.0;0.0032648688321162914
 бытовой ;0.0;0.003752863509635434
 карта ;0.0;0.0027873070844632187
 голос ;0.0;0.0009342788128660262
 забросить ;0.0;0.0
 мэджик ;0.006002214022567414;0.0
 де ;0.0;0.0
 октябрь ;0.0;0.0
 коммуникация ;0.0;0.0030791509820157614
 форвард ;0.010182934947043473;0.0
 судья ;0.0;0.0
 беспилотный ;0.0;0.001978050952727396
 послание ;0.006153011037092207;0.0
 настроение ;0.015509748916583231;0.0
 развивать ;0.0;0.0
 способствовать ;0.0;0.0021138615816067327
 четвертьфинал ;0.009009015357581505;0.0
 задний ;0.0;0.0021138615816067327
 g ;0.0;0.0016950163877560726
 analytics ;0.0;0.004816966905936023
 автоматически ;0.0;0.0008155703608242409
 препятствие ;0.0;0.000882198268476181
 тоттенхэм ;0.0032191255323092854;0.0
 маска ;0.0;0.0012840683453194624
 хотеть ;0.015266852065539167;0.0
 указывать ;0.0;0.0035637269052575834
 пускать ;0.006002214022567414;0.0
 поехать ;0.004120180372989972;0.0
 нападать ;0.007300378336429739;0.0
 проверять ;0.0;0.0008155703608242409
 уведомление ;0.0;0.0012648234779355791
 утюг ;0.0;0.005082345437537642
 местоположение ;0.0;0.0012648234779355791
 программный ;0.0;0.003727641055643325
 twitter ;0.0;0.0023266192505400247
 делать ;0.020179127665066306;0.0
 мощность ;0.0;0.0015539419381594595
 километр ;0.0;0.001140816611761391
 ситуация ;0.005503507269767246;0.0033184375861152935
 зависеть ;0.0;0.0021138615816067327
 актив ;0.0;0.0
 транспорт ;0.0;0.0021845813934142913
 спид ;0.0;0.0014561348965125168
 плавание ;0.006231613399747714;0.0
 продемонстрировать ;0.0;0.0012840683453194624
 нынешний ;0.004120180372989972;0.0
 конкурент ;0.0;0.000882198268476181
 убирать ;0.0;0.0
 заключаться ;0.0;0.002081316173070844
 значит ;0.007504839614207898;0.0
 сильно ;0.0;0.0
 осуждать ;0.009318393317234937;0.0
 выходить ;0.00366156070110838;0.001982739375166664
 вторник ;0.0;0.0
 ключевой ;0.0;0.0006185538273587796
 число ;0.0;0.004359849633162963
 билет ;0.0;0.0014561348965125168
 лето ;0.0;0.002568136690638925
 очередной ;0.004083500003519881;0.0
 обыгрывать ;0.012004428045134827;0.0
 тур ;0.00633441991283707;0.0
 десять ;0.0;0.000989025476363698
 кузнецов ;0.0;0.0009342788128660262
 реально ;0.0048456951254711;0.0
 достигать ;0.0;0.002032938175015057
 алекс ;0.0037722228774420287;0.0
 электронный ;0.0;0.0034068801900506954
 команда ;0.015214351191423605;0.001385176540675124
 погрузка ;0.0;0.0012648234779355791
 обнаруживать ;0.0;0.0021074238184308203
 второй ;0.00910525539966247;0.0
 взлетный ;0.0;0.001140816611761391
 средство ;0.006536186641039822;0.0010922906967071456
 швеция ;0.0;0.0
 неожиданный ;0.0;0.0
 ак ;0.0;0.0
 критика ;0.0048456951254711;0.0
 также ;0.0;0.006223568998899666
 заявка ;0.0;0.004492418642364192
 птица ;0.0;0.0012840683453194624
 счет ;0.01104133592771506;0.0014446753891144105
 издание ;0.0;0.0029122697930250335
 компания ;0.0;0.0126535271273458
 игра ;0.017129306829987458;0.0
 социально ;0.0;0.0007024746061436067
 цена ;0.0;0.0031989078907384977
 thinq ;0.0;0.002446711082472722
 сравнение ;0.0;0.0
 учреждение ;0.0;0.0021138615816067327
 значительно ;0.0;0.0021138615816067327
 помощь ;0.0021129308420437987;0.004851247474002992
 биометрический ;0.0;0.002787447635129822
 лидер ;0.0;0.0
 телематический ;0.0;0.0025296469558711582
 цзоха ;0.0;0.00221651925041389
 заметно ;0.0;0.0007024746061436067
 вайцеховская ;0.0145370853764133;0.0
 дубль ;0.0;0.0007024746061436067
 помогать ;0.004266735877218556;0.0025162015265133395
 температура ;0.0;0.0023000723060206
 допускать ;0.0;0.0007024746061436067
 поздравлять ;0.0;0.0
 тасс ;0.00511134437042554;0.0007715298311145166
 видео ;0.0;0.0006968619087824555
 верный ;0.0037722228774420287;0.0
 superjob ;0.0;0.000882198268476181
 сити ;0.0037722228774420287;0.0
 судно ;0.0;0.001140816611761391
 дешевый ;0.0;0.0
 несложный ;0.0;0.0015033746789526693
 борьба ;0.0;0.000882198268476181
 саммит ;0.0;0.0
 председатель ;0.003501368491801853;0.0007715298311145166
 вероятный ;0.0;0.0012868307292795843
 яд ;0.0;0.0012840683453194624
 сербский ;0.006002214022567414;0.0
 неправда ;0.004120180372989972;0.0
 пиксел ;0.0;0.0
 лукашенко ;0.006153011037092207;0.0
 браслет ;0.0;0.0014561348965125168
 жест ;0.012624959041223216;0.0
 швейцария ;0.0;0.0
 смена ;0.0;0.0
 единый ;0.0;0.0016311407216484817
 красный ;0.0059298411939483296;0.0
 матч ;0.031677427530901525;0.0
 сила ;0.003501368491801853;0.0006185538273587796
 протез ;0.0;0.0020036583630647143
 химик ;0.0;0.001140816611761391
 канал ;0.0;0.002787447635129822
 встречать ;0.0;0.0012840683453194624
 карло ;0.006002214022567414;0.0
 понимать ;0.0;0.0030925296813054328
 работать ;0.008048325352528952;0.0
 продавец ;0.0;0.0015005059429547979
 рейберт ;0.0;0.003852205035958388
 невозможность ;0.0;0.000882198268476181
 клуб ;0.018397728052478267;0.0
 израиль ;0.0;0.0
 вынужденный ;0.0;0.0
 хоккей ;0.008612712862227393;0.0
 больший ;0.0;0.000882198268476181
 магомед ;0.007754874458291616;0.0
 процессор ;0.0;0.0
 данные ;0.0;0.003429922787603681
 фас ;0.0;0.006175387879333267
 именно ;0.0048291998202196675;0.0007715298311145166
 купертинец ;0.0;0.0015005059429547979
 мочь ;0.007674566346291089;0.007098823934409074
 предотвращать ;0.0;0.0007024746061436067
 перспектива ;0.0037722228774420287;0.0
 hi ;0.0;0.002598744111743143
 особенно ;0.0;0.0
 представлять ;0.0030913585490104337;0.004787992345773306
 прибор ;0.0;0.0015539419381594595
 рано ;0.0;0.0
 достояние ;0.0;0.0021138615816067327
 уверять ;0.0;0.0
 сербия ;0.006002214022567414;0.0
 ческа ;0.0;0.0
 резервный ;0.0;0.0
 аргентинский ;0.0;0.0
 мин ;0.0;0.0
 повышение ;0.0;0.0007024746061436067
 стартовый ;0.0;0.0
 number ;0.005790738281758129;0.0
 народ ;0.006153011037092207;0.0
 джокович ;0.024008856090269655;0.0
 кладно ;0.0;0.0
 отображение ;0.0;0.0012648234779355791
 внезапно ;0.0;0.0020036583630647143
 сиак ;0.006002214022567414;0.0
 летний ;0.0;0.0
 проходить ;0.008121989814729998;0.0015767370198532726
 тактильный ;0.0;0.0014561348965125168
 нападающий ;0.007931799200130697;0.0
 повсеместный ;0.0;0.0021138615816067327
 обещать ;0.0;0.00221651925041389
 перевозчик ;0.0;0.0012648234779355791
 андрей ;0.0;0.0026465948054285432
 метр ;0.0;0.001140816611761391
 банковский ;0.0;0.002787447635129822
 цель ;0.0;0.0020840678342811934
 преобразование ;0.0;0.0008155703608242409
 далеко ;0.005790738281758129;0.0
 точный ;0.0;0.0012648234779355791
 испытывать ;0.004547565611633706;0.0
 взгляд ;0.0;0.0007024746061436067
 возмущение ;0.0;0.0007024746061436067
 существенно ;0.0;0.0021138615816067327
 привыкать ;0.0037722228774420287;0.0
 вместо ;0.0;0.0012503735796400887
 бомбардир ;0.007002736983603706;0.0
 использовать ;0.0;0.0037213718489865827
 просматривать ;0.0;0.0012648234779355791
 клиент ;0.0;0.008362342905389465
 опубликовывать ;0.0;0.00090023335421416
 готовность ;0.0;0.0007024746061436067
 мюнхенский ;0.0059298411939483296;0.0
 сложный ;0.0;0.000882198268476181
 хен ;0.0;0.0
 этап ;0.010344582731698818;0.0
 индивидуальность ;0.0037722228774420287;0.0
 передача ;0.0;0.0
 потенциальный ;0.0;0.003891859138304294
 формирование ;0.0;0.0007024746061436067
 андронов ;0.006754623177550941;0.0
 защитник ;0.0049941495064383815;0.0
 великобритания ;0.0;0.0
 четырехметровый ;0.0;0.001140816611761391
 бывать ;0.0;0.0
 сотня ;0.0;0.0012840683453194624
 джейн ;0.0;0.002805546453605159
 клавиатура ;0.0;0.006341584744820199
 лч ;0.0;0.0
 steam ;0.0;0.004065876350030114
 условие ;0.004120180372989972;0.0
 серийный ;0.0;0.0012840683453194624
 исчезать ;0.0;0.0030010118859095957
 фроловичева ;0.0;0.002787447635129822
 сегодняшний ;0.0;0.0
 килограмм ;0.0;0.002281633223522782
 добиваться ;0.0;0.001140816611761391
 впервые ;0.01712903290484842;0.0
 мамин ;0.009095131223267413;0.0
 наталья ;0.0;0.0007024746061436067
 инфраструктура ;0.0;0.0020036583630647143
 москва ;0.006995525942564838;0.0006608613937528522
 оценивать ;0.0;0.0034189099472471704
 ассортимент ;0.0;0.0010164690875075284
 идентификация ;0.0;0.002787447635129822
 деятельность ;0.0;0.0007024746061436067
 wi ;0.0;0.0008155703608242409
 создавать ;0.0;0.00610174949565074
 ассистент ;0.0;0.004227723163213465
 мадридский ;0.0;0.0
 запах ;0.006312479520611608;0.0
 кубок ;0.01175462392010199;0.0
 начало ;0.007754874458291616;0.0
 шведский ;0.0;0.000989025476363698
 hyatt ;0.0;0.0008155703608242409
 весьма ;0.0;0.0007024746061436067
 роберто ;0.0;0.0
 вовремя ;0.0;0.0015033746789526693
 городской ;0.0;0.0016950163877560726
 регулирование ;0.0;0.000882198268476181
 хоккеист ;0.00727868922212694;0.0
 знать ;0.009469501220108423;0.0
 ванда ;0.0;0.0
 стиль ;0.0037722228774420287;0.0
 режим ;0.0;0.0015539419381594595
 проблемный ;0.0;0.0007024746061436067
 девайса ;0.0;0.0021138615816067327
 npu ;0.0;0.0
 четвертый ;0.0105950592545234;0.0
 национальный ;0.0133511781722754;0.0
 нм ;0.0;0.0
 спортсменка ;0.005790738281758129;0.0
 расстояние ;0.0;0.001140816611761391
 маньчун ;0.0;0.002805546453605159
 применять ;0.0;0.002276107220124069
 антивирусный ;0.0;0.0008155703608242409
 эффективность ;0.0;0.0028754644476260477
 водитель ;0.0;0.003534962305203169
 диагональ ;0.0;0.0
 ничто ;0.004083500003519881;0.0
 обходиться ;0.0;0.0015033746789526693
 atp ;0.012004428045134827;0.0
 итоговый ;0.0;0.0
 стремительный ;0.0;0.0
 spotmini ;0.0;0.006420341726597313
 результативный ;0.0049941495064383815;0.0
 океан ;0.006754623177550941;0.0
 основа ;0.0;0.0010922906967071456
 росс ;0.006002214022567414;0.0
 действительно ;0.0;0.002805546453605159
 контент ;0.0;0.002805546453605159
 встречаться ;0.006002214022567414;0.0
 разряжать ;0.0;0.0007024746061436067
 исчезновение ;0.0;0.0015005059429547979
 бланк ;0.0;0.0021138615816067327
 прогноз ;0.004083500003519881;0.0016950163877560726
 выброс ;0.0;0.0034224498352841727
 технология ;0.0;0.006184658737036132
 сергей ;0.0;0.0008155703608242409
 заинтересовывать ;0.0;0.0
 нормативный ;0.0;0.000882198268476181
 фильтрация ;0.0;0.0007024746061436067
 семак ;0.0;0.0
 препятствовать ;0.0;0.000882198268476181
 zuohu ;0.0;0.00221651925041389
 рейнджерс ;0.0;0.0
 арена ;0.003139386746306088;0.0007461303678611407
 состоять ;0.0;0.001140816611761391
 неизвестно ;0.0;0.0010164690875075284
 роботизировать ;0.0;0.0
 сформировывать ;0.0;0.0007024746061436067
 реальность ;0.0048456951254711;0.0
 предположение ;0.0;0.0021138615816067327
 грег ;0.0;0.0
 человек ;0.0;0.004206760058116429
 акселерационный ;0.0;0.005574895270259644
 гость ;0.006002214022567414;0.0
 всплеск ;0.0;0.0014049492122872134
 парижский ;0.00802428187913506;0.0
 персона ;0.0;0.0025391136309826628
 брать ;0.0;0.001140816611761391
 пожар ;0.00802428187913506;0.0
 содержать ;0.0;0.000882198268476181
 митинг ;0.0;0.0007024746061436067
 норвегия ;0.0;0.0
 эмоциональный ;0.0037722228774420287;0.0
 палец ;0.0;0.0021138615816067327
 moscow ;0.0;0.0008155703608242409
 магазин ;0.0;0.0038604921878387533
 процветать ;0.0;0.0015033746789526693
 чей ;0.0;0.000882198268476181
 увы ;0.0;0.0008848208515938896
 западный ;0.006153011037092207;0.0
 приближаться ;0.0037722228774420287;0.0
 измеряться ;0.0;0.0015033746789526693
 персонал ;0.0;0.000882198268476181
 файл ;0.0;0.0008155703608242409
 обеспечиваться ;0.0;0.0019930804768008344
 важный ;0.0038676613586812064;0.0028472468755366327
 одиннадцатый ;0.006153011037092207;0.0
 напряжение ;0.0;0.0025391136309826628
 частность ;0.0;0.0032892080144307496
 soc ;0.0;0.0
 близкий ;0.00788392983295201;0.0037747470612111748
 общий ;0.009658877898051955;0.0
 создатель ;0.0;0.0012840683453194624
 способный ;0.0;0.003129723139462933
 договариваться ;0.009076746386333927;0.0
 смысл ;0.0;0.0007024746061436067
 lg ;0.0;0.012524367020480286
 новый ;0.003222664122573749;0.008712398409194784
 выигрывать ;0.006231613399747714;0.0
 лицо ;0.0027322829566328944;0.00412080933774676
 среда ;0.0;0.0029280582965410815
 маркер ;0.0;0.0007024746061436067
 ставить ;0.006720494024111139;0.0
 отправлять ;0.0;0.0008155703608242409
 голландский ;0.006312479520611608;0.0
 говорить ;0.009428813091262235;0.002046464796171655
 россиянин ;0.008011606708132363;0.0006586463229696157
 оля ;0.0075444457548840575;0.0
 анонс ;0.0;0.0
 лимит ;0.0;0.0
 редактирование ;0.0;0.0014561348965125168
 агентство ;0.0;0.001140816611761391
 баланс ;0.0;0.00221651925041389
 партнер ;0.0027322829566328944;0.00532455154185927
 построение ;0.0;0.0008155703608242409
 экс ;0.0037722228774420287;0.0
 calciomercato ;0.0;0.0
 уезжать ;0.009076746386333927;0.0
 достаточный ;0.0;0.00221651925041389
 желающий ;0.0;0.00221651925041389
 продолжаться ;0.006002214022567414;0.0
 криштиану ;0.006312479520611608;0.0
 тестирование ;0.0;0.0012840683453194624
 известный ;0.0033213048815686616;0.0018818466037336659
 соцмедиа ;0.0;0.0014049492122872134
 американский ;0.007504839614207898;0.0
 ученик ;0.0048456951254711;0.0
 сэр ;0.0037722228774420287;0.0
 информация ;0.0033653942686297225;0.003094696728978082
 белоруссия ;0.01539498010670049;0.0
 миллиард ;0.0;0.0020036583630647143
 игнорировать ;0.0048456951254711;0.0
 цитировать ;0.0;0.0
 очко ;0.0049941495064383815;0.0
 прошедший ;0.0;0.0
 датчанин ;0.0;0.001140816611761391
 кг ;0.0;0.0012840683453194624
 едва ;0.0;0.0
 преображать ;0.0;0.0008155703608242409
 telegraph ;0.0059298411939483296;0.0
 четвероногий ;0.0;0.0012840683453194624
 пониматься ;0.0;0.0015033746789526693
 досрочный ;0.00802428187913506;0.0
 большинство ;0.0;0.0020036583630647143
 вряд ;0.0;0.0
 авангард ;0.019069430283579377;0.0
 распознавание ;0.0;0.0014561348965125168
 вполне ;0.0;0.0
 хенрик ;0.0;0.0
 ускорять ;0.0;0.0021138615816067327
 дтп ;0.0;0.0
 будеевица ;0.0;0.0
 оптимально ;0.0;0.0012648234779355791
 общение ;0.0;0.0007024746061436067
 панель ;0.0;0.0019079691098071445
 внимание ;0.0048291998202196675;0.0007715298311145166
 бот ;0.0;0.002787447635129822
 вентилятор ;0.0;0.0008155703608242409
 получать ;0.006349079022849668;0.003668819600413792
 стабильность ;0.0;0.0020036583630647143
 мазут ;0.0;0.001140816611761391
 порядок ;0.0;0.000989025476363698
 драка ;0.0;0.0
 duplex ;0.0;0.0014561348965125168
 поединок ;0.007504839614207898;0.0
 кхл ;0.01823466095150159;0.0
 целый ;0.0;0.0015033746789526693
 скидка ;0.0;0.0
 назначать ;0.009657376596927857;0.0
 подчеркивать ;0.003637644438945829;0.0018368038704152498
 фирмино ;0.0;0.0
 сужать ;0.0;0.0007024746061436067
 продавать ;0.0049377777018848375;0.0012868307292795843
 сера ;0.0;0.0057040830588069545
 x ;0.0;0.0
 противоположный ;0.0;0.0
 поисковый ;0.0;0.0014561348965125168
 размер ;0.0;0.0
 имя ;0.004083500003519881;0.0008848208515938896
 ai ;0.0;0.002446711082472722
 окисление ;0.0;0.001140816611761391
 интеллектуальный ;0.0;0.0007024746061436067
 страничка ;0.0;0.0
 сожаление ;0.007504839614207898;0.0
 четыре ;0.006128688006699143;0.0
 убеждать ;0.0048456951254711;0.0
 плохой ;0.011569313226552125;0.0
 интерфейс ;0.0;0.0016463637220753007
 отрицательный ;0.0;0.0007024746061436067
 вода ;0.0;0.0010164690875075284
 соблюдение ;0.0;0.0015033746789526693
 колесо ;0.0;0.0012840683453194624
 сайт ;0.0035581151135972043;0.0027849855982601712
 поведение ;0.0;0.004410991342380905
 операция ;0.0;0.0012648234779355791
 обучение ;0.0;0.002446711082472722
 многие ;0.0;0.00221651925041389
 наставник ;0.0037722228774420287;0.0
 пыль ;0.0;0.0008155703608242409
 пробег ;0.0;0.0025296469558711582
 качество ;0.0;0.004004741524210876
 петербургский ;0.0;0.0
 завоевание ;0.0;0.0
 оборудование ;0.0;0.003794470433806738
 поправка ;0.0;0.0012840683453194624
 отзыв ;0.012306022074184414;0.0
 поторопиться ;0.0037722228774420287;0.0
 тащить ;0.0;0.0012840683453194624
 lpddr ;0.0;0.0
 пока ;0.0;0.0049790356057276795
 hdr ;0.0;0.0
 подвластный ;0.0;0.0008155703608242409
 адаптивный ;0.0;0.0012648234779355791
 старт ;0.0;0.00664955775124167
 лайович ;0.006002214022567414;0.0
 вопрос ;0.011021912018131482;0.0
 воздействие ;0.0;0.0015033746789526693
 data ;0.0;0.0007024746061436067
 накрывать ;0.0;0.0020036583630647143
 момент ;0.004069677703758874;0.0025864398855681902
 активность ;0.0;0.0007024746061436067
 восточный ;0.0049941495064383815;0.0
 схема ;0.003637644438945829;0.0009913654895433851
 аккаунт ;0.0;0.002805546453605159
 новость ;0.005172291365849409;0.0008155703608242409
 подобный ;0.0;0.003969067570675492
 скрывать ;0.0;0.005611092907210318
 сторонний ;0.0;0.0015005059429547979
 адрес ;0.0048456951254711;0.0
 например ;0.0;0.0029122697930250335
 популярность ;0.0;0.0
 обзор ;0.0;0.0012840683453194624
 sport ;0.004547565611633706;0.0
 заключение ;0.0;0.0014561348965125168
 нос ;0.0;0.0
 реакция ;0.0;0.0007024746061436067
 нью ;0.0;0.0
 тренировка ;0.011581476563516258;0.0
 тест ;0.0;0.0
 псж ;0.018010150983964482;0.0
 вничью ;0.00802428187913506;0.0
 модуль ;0.0;0.0012648234779355791
 call ;0.0;0.0007024746061436067
 загитов ;0.01737221484527439;0.0
 многий ;0.003992662303445458;0.0026187371866863715
 барс ;0.0;0.0
 назревать ;0.0;0.002805546453605159
 отсоединение ;0.0;0.0010164690875075284
 обеспечение ;0.0;0.000882198268476181
 передавать ;0.0029169981292689858;0.001652583275838861
 появляться ;0.0;0.0009324509050944274
 производство ;0.0;0.004838063245584655
 пристальный ;0.0;0.0007024746061436067
 метод ;0.0033213048815686616;0.001534096249748461
 полный ;0.0;0.001140816611761391
 серьезно ;0.00802428187913506;0.0
 кино ;0.0;0.0014561348965125168
 крылов ;0.008240360745979943;0.0
 очень ;0.008729429406777083;0.0014000888373030028
 отклонение ;0.0;0.0012648234779355791
 уникальный ;0.0;0.0007024746061436067
 массовый ;0.0;0.0040711810026953
 полузащитник ;0.008454018846024342;0.0
 подымать ;0.0;0.001108259625206945
 пк ;0.0;0.002981847117035657
 дания ;0.0;0.001140816611761391
 выражать ;0.0037722228774420287;0.0
 топливо ;0.0;0.002281633223522782
 фактический ;0.0;0.0025296469558711582
 выпускать ;0.0;0.001108259625206945
 возбуждать ;0.0;0.000882198268476181
 австрия ;0.0;0.0
 пройти ;0.01447464586164295;0.0
 шайба ;0.0;0.0
 абовский ;0.0;0.0
 вонг ;0.0;0.002805546453605159
 изменяться ;0.005790738281758129;0.0
 мир ;0.006344438282921918;0.002194196927236299
 дисплей ;0.0;0.0
 квартал ;0.0;0.0
